Betweeness Centrality on all courses within file

The betweenness centrality of START is 0
The betweenness centrality of END is 0
The betweenness centrality of NEUR 314 is 0.000256016
The betweenness centrality of NEUR 403 is 0.122378
The betweenness centrality of NEUR 405 is 0.122378
The betweenness centrality of NEUR 413 is 0.128788
The betweenness centrality of NEUR 414 is 0.128788
The betweenness centrality of NEUR 417 is 0.0434783
The betweenness centrality of NEUR 421 is 0.0909091
The betweenness centrality of NEUR 432 is 0.139423
The betweenness centrality of NEUR 433 is 0.122378
The betweenness centrality of NEUR 445 is 1.29545
The betweenness centrality of PSYC 204 is 6
The betweenness centrality of PSYC 220 is 0
The betweenness centrality of NEUR 453 is 0.705711
The betweenness centrality of PSYC 230 is 3
The betweenness centrality of NEUR 461 is 0.135747
The betweenness centrality of NEUR 462 is 0.0588235
The betweenness centrality of NEUR 500 is 0.000256016
The betweenness centrality of NEUR 520 is 0.000256016
The betweenness centrality of NEUR 543 is 0.333333
The betweenness centrality of NEUR 590 is 0.000256016
The betweenness centrality of NEUR 598 is 0.000256016
The betweenness centrality of NEUR 599 is 0.000256016
The betweenness centrality of NPRE 100 is 0.000256016
The betweenness centrality of NPRE 101 is 0.000256016
The betweenness centrality of NPRE 199 is 0.000256016
The betweenness centrality of NPRE 201 is 0.932477
The betweenness centrality of NPRE 247 is 68.5
The betweenness centrality of NPRE 397 is 0.000256016
The betweenness centrality of NPRE 402 is 2
The betweenness centrality of NPRE 412 is 2
The betweenness centrality of NPRE 413 is 0.000256016
The betweenness centrality of NPRE 421 is 3
The betweenness centrality of NPRE 423 is 1.33333
The betweenness centrality of NPRE 451 is 7
The betweenness centrality of NPRE 431 is 2
The betweenness centrality of NPRE 432 is 0.5
The betweenness centrality of NPRE 435 is 0.25
The betweenness centrality of NPRE 446 is 45.3333
The betweenness centrality of NPRE 441 is 0.25
The betweenness centrality of NPRE 442 is 0.642857
The betweenness centrality of NPRE 447 is 0.25
The betweenness centrality of NPRE 448 is 16.3333
The betweenness centrality of NPRE 455 is 26
The betweenness centrality of NPRE 457 is 7.5
The betweenness centrality of NPRE 458 is 0.833333
The betweenness centrality of NPRE 461 is 1
The betweenness centrality of NPRE 470 is 0.261905
The betweenness centrality of NPRE 475 is 2.03333
The betweenness centrality of NPRE 480 is 0.000256016
The betweenness centrality of NPRE 481 is 0.000256016
The betweenness centrality of NPRE 483 is 0.000256016
The betweenness centrality of NPRE 498 is 0.000256016
The betweenness centrality of NPRE 501 is 18.3333
The betweenness centrality of NPRE 511 is 0.5
The betweenness centrality of NPRE 521 is 0.25
The betweenness centrality of NPRE 522 is 0.333333
The betweenness centrality of NPRE 523 is 0.72619
The betweenness centrality of NPRE 527 is 1.2
The betweenness centrality of NPRE 531 is 0.5
The betweenness centrality of NPRE 554 is 0.000256016
The betweenness centrality of NPRE 555 is 10.3333
The betweenness centrality of NPRE 558 is 1.33333
The betweenness centrality of NPRE 560 is 1.33333
The betweenness centrality of NPRE 561 is 2.2
The betweenness centrality of NPRE 595 is 0.000256016
The betweenness centrality of NPRE 596 is 0.000256016
The betweenness centrality of NPRE 597 is 0.000256016
The betweenness centrality of NPRE 598 is 0.000256016
The betweenness centrality of NPRE 599 is 0.000256016
The betweenness centrality of NRES 100 is 0.000256016
The betweenness centrality of NRES 101 is 0.000256016
The betweenness centrality of NRES 103 is 0.000256016
The betweenness centrality of NRES 105 is 0.000256016
The betweenness centrality of NRES 108 is 0.000256016
The betweenness centrality of NRES 202 is 0.000256016
The betweenness centrality of NRES 210 is 0.000256016
The betweenness centrality of NRES 220 is 0.000256016
The betweenness centrality of NRES 223 is 0.000256016
The betweenness centrality of NRES 224 is 0.000256016
The betweenness centrality of NRES 242 is 0.000256016
The betweenness centrality of NRES 270 is 0.000256016
The betweenness centrality of NRES 285 is 0.237179
The betweenness centrality of NRES 287 is 3
The betweenness centrality of NRES 293 is 0.000256016
The betweenness centrality of NRES 294 is 0.000256016
The betweenness centrality of NRES 295 is 0.000256016
The betweenness centrality of NRES 302 is 0.0625
The betweenness centrality of NRES 310 is 0.194444
The betweenness centrality of NRES 325 is 0.194444
The betweenness centrality of NRES 330 is 0.000256016
The betweenness centrality of NRES 340 is 1
The betweenness centrality of NRES 348 is 10
The betweenness centrality of NRES 351 is 1.03333
The betweenness centrality of NRES 352 is 0.2625
The betweenness centrality of NRES 362 is 0.0833333
The betweenness centrality of NRES 396 is 0.000256016
The betweenness centrality of NRES 403 is 1.54514
The betweenness centrality of NRES 406 is 0.368687
The betweenness centrality of NRES 407 is 0.5
The betweenness centrality of NRES 409 is 0.5
The betweenness centrality of NRES 415 is 0.000256016
The betweenness centrality of NRES 418 is 0.237179
The betweenness centrality of NRES 419 is 0.744124
The betweenness centrality of NRES 420 is 0.416667
The betweenness centrality of NRES 421 is 0.170139
The betweenness centrality of NRES 422 is 0.000256016
The betweenness centrality of NRES 424 is 0.000256016
The betweenness centrality of NRES 427 is 0.170139
The betweenness centrality of NRES 428 is 0.5
The betweenness centrality of NRES 429 is 1.49914
The betweenness centrality of PHYS 140 is 0
The betweenness centrality of NRES 430 is 0.000256016
The betweenness centrality of NRES 431 is 0.205357
The betweenness centrality of NRES 438 is 0.320513
The betweenness centrality of NRES 440 is 0.142857
The betweenness centrality of NRES 442 is 0.25
The betweenness centrality of NRES 445 is 0.1
The betweenness centrality of NRES 446 is 0.000256016
The betweenness centrality of NRES 452 is 0.0833333
The betweenness centrality of NRES 455 is 1.2
The betweenness centrality of NRES 456 is 0.583333
The betweenness centrality of NRES 463 is 0.142857
The betweenness centrality of NRES 464 is 0.142857
The betweenness centrality of NRES 465 is 0.283333
The betweenness centrality of NRES 471 is 0.153846
The betweenness centrality of NRES 472 is 0.000256016
The betweenness centrality of NRES 474 is 0.153846
The betweenness centrality of NRES 475 is 0.264957
The betweenness centrality of NRES 477 is 1
The betweenness centrality of NRES 485 is 0.0833333
The betweenness centrality of NRES 488 is 0.153846
The betweenness centrality of NRES 490 is 0.28125
The betweenness centrality of NRES 499 is 0.000256016
The betweenness centrality of NRES 500 is 0.000256016
The betweenness centrality of NRES 501 is 0.000256016
The betweenness centrality of NRES 502 is 0.000256016
The betweenness centrality of NRES 503 is 0.000256016
The betweenness centrality of NRES 504 is 0.000256016
The betweenness centrality of NRES 505 is 0.000256016
The betweenness centrality of NRES 507 is 0.000256016
The betweenness centrality of NRES 510 is 0.0212766
The betweenness centrality of NRES 511 is 0.000256016
The betweenness centrality of NRES 512 is 0.000256016
The betweenness centrality of NRES 516 is 0.000256016
The betweenness centrality of NRES 572 is 0.653846
The betweenness centrality of NRES 592 is 3.06667
The betweenness centrality of NRES 593 is 1
The betweenness centrality of NRES 594 is 0.000256016
The betweenness centrality of NRES 595 is 1
The betweenness centrality of NRES 598 is 0.000256016
The betweenness centrality of NRES 599 is 0.000256016
The betweenness centrality of NS 100 is 0.000256016
The betweenness centrality of NS 101 is 0.000256016
The betweenness centrality of NS 102 is 0.000256016
The betweenness centrality of NS 120 is 0.000256016
The betweenness centrality of NS 204 is 1
The betweenness centrality of NS 303 is 1
The betweenness centrality of NS 305 is 0.000256016
The betweenness centrality of NS 306 is 0.000256016
The betweenness centrality of NS 307 is 1
The betweenness centrality of NS 308 is 1
The betweenness centrality of NS 321 is 0.000256016
The betweenness centrality of NS 323 is 0.000256016
The betweenness centrality of NUTR 420 is 0.141667
The betweenness centrality of NUTR 422 is 0.111111
The betweenness centrality of NUTR 424 is 0.944444
The betweenness centrality of NUTR 426 is 0.516667
The betweenness centrality of NUTR 427 is 0.516667
The betweenness centrality of NUTR 428 is 0.1
The betweenness centrality of NUTR 440 is 0.142857
The betweenness centrality of NUTR 500 is 0.000256016
The betweenness centrality of NUTR 510 is 0.000256016
The betweenness centrality of NUTR 511 is 0.828968
The betweenness centrality of NUTR 520 is 0.241667
The betweenness centrality of NUTR 521 is 0.495635
The betweenness centrality of NUTR 522 is 0.495635
The betweenness centrality of NUTR 523 is 0.000256016
The betweenness centrality of NUTR 524 is 0.000256016
The betweenness centrality of NUTR 527 is 0.741667
The betweenness centrality of NUTR 580 is 0.000256016
The betweenness centrality of NUTR 590 is 0.000256016
The betweenness centrality of NUTR 591 is 0.000256016
The betweenness centrality of NUTR 593 is 0.000256016
The betweenness centrality of NUTR 599 is 0.000256016
The betweenness centrality of PATH 290 is 0.000256016
The betweenness centrality of PATH 410 is 0.000256016
The betweenness centrality of PATH 519 is 0.75
The betweenness centrality of PATH 520 is 0.833333
The betweenness centrality of PATH 527 is 0.25
The betweenness centrality of PATH 542 is 0.000256016
The betweenness centrality of PATH 545 is 3
The betweenness centrality of PATH 546 is 0
The betweenness centrality of PATH 547 is 0.5
The betweenness centrality of PATH 551 is 0.000256016
The betweenness centrality of PATH 552 is 0.000256016
The betweenness centrality of PATH 555 is 0.833333
The betweenness centrality of VM 605 is 40.5
The betweenness centrality of VM 608 is 120
The betweenness centrality of PATH 556 is 18
The betweenness centrality of PATH 557 is 0
The betweenness centrality of PATH 558 is 2
The betweenness centrality of PATH 559 is 1.5
The betweenness centrality of PATH 575 is 0.000256016
The betweenness centrality of PATH 576 is 0.000256016
The betweenness centrality of PATH 577 is 0.000256016
The betweenness centrality of PATH 579 is 0.000256016
The betweenness centrality of PATH 590 is 0.000256016
The betweenness centrality of PATH 592 is 0.000256016
The betweenness centrality of PATH 596 is 0.000256016
The betweenness centrality of PATH 598 is 0.000256016
The betweenness centrality of PATH 599 is 0.000256016
The betweenness centrality of PATH 629 is 0.000256016
The betweenness centrality of PATH 644 is 0.000256016
The betweenness centrality of PATH 692 is 0.000256016
The betweenness centrality of PBIO 599 is 0.000256016
The betweenness centrality of PERS 201 is 3
The betweenness centrality of PERS 202 is 5
The betweenness centrality of PERS 403 is 5
The betweenness centrality of PERS 404 is 3
The betweenness centrality of PERS 454 is 1
The betweenness centrality of PERS 453 is 0
The betweenness centrality of PHIL 100 is 0.000256016
The betweenness centrality of PHIL 101 is 2.5
The betweenness centrality of PHIL 102 is 0.000256016
The betweenness centrality of PHIL 103 is 0.000256016
The betweenness centrality of PHIL 104 is 0.000256016
The betweenness centrality of PHIL 105 is 0.000256016
The betweenness centrality of PHIL 107 is 0.000256016
The betweenness centrality of PHIL 108 is 0.000256016
The betweenness centrality of PHIL 109 is 0.000256016
The betweenness centrality of PHIL 110 is 0.000256016
The betweenness centrality of PHIL 199 is 0.000256016
The betweenness centrality of PHIL 202 is 1.2
The betweenness centrality of PHIL 203 is 1.7
The betweenness centrality of PHIL 206 is 1.2
The betweenness centrality of PHIL 210 is 0.000256016
The betweenness centrality of PHIL 214 is 0.000256016
The betweenness centrality of PHIL 222 is 0.2
The betweenness centrality of PHIL 223 is 0.2
The betweenness centrality of PHIL 230 is 0.000256016
The betweenness centrality of PHIL 250 is 0.000256016
The betweenness centrality of PHIL 307 is 0.111111
The betweenness centrality of PHIL 316 is 0.25
The betweenness centrality of PHIL 390 is 0.000256016
The betweenness centrality of PHIL 404 is 0.533333
The betweenness centrality of PHIL 410 is 0.333333
The betweenness centrality of PHIL 411 is 0.000256016
The betweenness centrality of PHIL 412 is 0.5
The betweenness centrality of PHIL 414 is 0.000256016
The betweenness centrality of PHIL 419 is 0.362338
The betweenness centrality of PHIL 420 is 0.362338
The betweenness centrality of PHIL 421 is 0.000256016
The betweenness centrality of PHIL 425 is 0.000256016
The betweenness centrality of PHIL 426 is 0.000256016
The betweenness centrality of PHIL 429 is 0.000256016
The betweenness centrality of PHIL 430 is 0.000256016
The betweenness centrality of PHIL 433 is 0.122378
The betweenness centrality of PHIL 435 is 0.000256016
The betweenness centrality of PHIL 436 is 0.000256016
The betweenness centrality of PHIL 438 is 0.000256016
The betweenness centrality of PHIL 439 is 0.000256016
The betweenness centrality of PHIL 454 is 0.5
The betweenness centrality of PHIL 458 is 0.71978
The betweenness centrality of PHIL 471 is 0.000256016
The betweenness centrality of PHIL 477 is 0.000256016
The betweenness centrality of PHIL 492 is 0.000256016
The betweenness centrality of PHIL 499 is 3.33333
The betweenness centrality of PHIL 501 is 0.000256016
The betweenness centrality of PHIL 507 is 1
The betweenness centrality of PHIL 511 is 0.000256016
The betweenness centrality of PHIL 512 is 0.000256016
The betweenness centrality of PHIL 513 is 0.000256016
The betweenness centrality of PHIL 514 is 0.000256016
The betweenness centrality of PHIL 521 is 0.000256016
The betweenness centrality of PHIL 525 is 0.000256016
The betweenness centrality of PHIL 547 is 0.25
The betweenness centrality of PHIL 551 is 0.45
The betweenness centrality of PHIL 583 is 0.000256016
The betweenness centrality of PHIL 590 is 0.000256016
The betweenness centrality of PHIL 599 is 0.000256016
The betweenness centrality of PHYS 100 is 6
The betweenness centrality of PHYS 110 is 0.000256016
The betweenness centrality of PHYS 199 is 0.000256016
The betweenness centrality of PHYS 221 is 0.571429
The betweenness centrality of PHYS 222 is 0.642857
The betweenness centrality of PHYS 225 is 21
The betweenness centrality of PHYS 246 is 0.0714286
The betweenness centrality of PHYS 280 is 0.000256016
The betweenness centrality of PHYS 298 is 0.000256016
The betweenness centrality of PHYS 325 is 103.133
The betweenness centrality of PHYS 326 is 0.666667
The betweenness centrality of PHYS 329 is 0.321429
The betweenness centrality of PHYS 394 is 0.000256016
The betweenness centrality of PHYS 398 is 0.000256016
The betweenness centrality of PHYS 401 is 1.05952
The betweenness centrality of PHYS 403 is 0.1
The betweenness centrality of PHYS 404 is 0.666667
The betweenness centrality of PHYS 419 is 0.362338
The betweenness centrality of PHYS 420 is 0.362338
The betweenness centrality of PHYS 466 is 0.142857
The betweenness centrality of PHYS 470 is 0.3
The betweenness centrality of PHYS 487 is 54.4
The betweenness centrality of PHYS 496 is 0.000256016
The betweenness centrality of PHYS 497 is 0.000256016
The betweenness centrality of PHYS 498 is 0.000256016
The betweenness centrality of PHYS 504 is 14.1667
The betweenness centrality of PHYS 505 is 0.142857
The betweenness centrality of PHYS 508 is 6
The betweenness centrality of PHYS 509 is 1
The betweenness centrality of PHYS 513 is 0.5
The betweenness centrality of PHYS 580 is 135.5
The betweenness centrality of PHYS 514 is 1.39286
The betweenness centrality of PHYS 516 is 0.5
The betweenness centrality of PHYS 540 is 0.55
The betweenness centrality of PHYS 542 is 0.492857
The betweenness centrality of PHYS 561 is 1.33333
The betweenness centrality of PHYS 581 is 42.8333
The betweenness centrality of PHYS 565 is 0.000256016
The betweenness centrality of PHYS 569 is 1.5
The betweenness centrality of PHYS 570 is 21
The betweenness centrality of PHYS 575 is 1
The betweenness centrality of PHYS 582 is 21
The betweenness centrality of PHYS 583 is 1
The betweenness centrality of PHYS 596 is 0.000256016
The betweenness centrality of PHYS 597 is 0.000256016
The betweenness centrality of PHYS 598 is 0.000256016
The betweenness centrality of PHYS 599 is 0.000256016
The betweenness centrality of PLPA 200 is 0.25
The betweenness centrality of PLPA 395 is 0.000256016
The betweenness centrality of PLPA 403 is 0.25
The betweenness centrality of PLPA 405 is 0.5
The betweenness centrality of PLPA 407 is 1.25
The betweenness centrality of PLPA 401 is 0
The betweenness centrality of PLPA 509 is 0.75
The betweenness centrality of PLPA 599 is 0.000256016
The betweenness centrality of POL 101 is 3
The betweenness centrality of POL 102 is 5
The betweenness centrality of POL 199 is 0.000256016
The betweenness centrality of POL 201 is 5
The betweenness centrality of POL 202 is 3
The betweenness centrality of PORT 150 is 0.000256016
The betweenness centrality of PORT 199 is 0.000256016
The betweenness centrality of PORT 400 is 4
The betweenness centrality of PORT 401 is 7
The betweenness centrality of PORT 402 is 2
The betweenness centrality of PORT 403 is 3
The betweenness centrality of PORT 404 is 1
The betweenness centrality of PORT 435 is 0.411111
The betweenness centrality of PORT 460 is 0.111111
The betweenness centrality of PORT 489 is 0.000256016
The betweenness centrality of PORT 559 is 0.166667
The betweenness centrality of PORT 571 is 0.000256016
The betweenness centrality of PORT 572 is 0.000256016
The betweenness centrality of PORT 584 is 0.111111
The betweenness centrality of PORT 588 is 0.142857
The betweenness centrality of PORT 595 is 0.000256016
The betweenness centrality of PORT 599 is 0.000256016
The betweenness centrality of PS 100 is 1
The betweenness centrality of PS 125 is 0.000256016
The betweenness centrality of PS 152 is 0.000256016
The betweenness centrality of PS 180 is 0.000256016
The betweenness centrality of PS 191 is 0.000256016
The betweenness centrality of PS 199 is 0.000256016
The betweenness centrality of PS 201 is 0.000256016
The betweenness centrality of PS 214 is 0.000256016
The betweenness centrality of PS 220 is 0.558824
The betweenness centrality of PS 224 is 0.000256016
The betweenness centrality of PS 230 is 0.558824
The betweenness centrality of PS 231 is 0.000256016
The betweenness centrality of PS 243 is 0.000256016
The betweenness centrality of PS 270 is 4
The betweenness centrality of PS 273 is 0.25
The betweenness centrality of PS 280 is 6
The betweenness centrality of PS 281 is 2
The betweenness centrality of PS 282 is 0.000256016
The betweenness centrality of PS 299 is 0.000256016
The betweenness centrality of PS 300 is 0.000256016
The betweenness centrality of PS 301 is 0
The betweenness centrality of PS 302 is 0
The betweenness centrality of PS 305 is 2.05882
The betweenness centrality of PS 306 is 0.0588235
The betweenness centrality of PS 312 is 0.000256016
The betweenness centrality of PS 313 is 0.0588235
The betweenness centrality of PS 314 is 0.0588235
The betweenness centrality of PS 318 is 0.0588235
The betweenness centrality of PS 320 is 0.0588235
The betweenness centrality of PS 321 is 0.0588235
The betweenness centrality of PS 322 is 0.0588235
The betweenness centrality of PS 323 is 0.0588235
The betweenness centrality of PS 328 is 0.0588235
The betweenness centrality of PS 329 is 0.0588235
The betweenness centrality of PS 330 is 0.0588235
The betweenness centrality of PS 343 is 0.105263
The betweenness centrality of PS 344 is 0.105263
The betweenness centrality of PS 345 is 0.105263
The betweenness centrality of PS 347 is 0.105263
The betweenness centrality of PS 348 is 0.105263
The betweenness centrality of PS 351 is 0.105263
The betweenness centrality of PS 353 is 0.105263
The betweenness centrality of PS 355 is 0.105263
The betweenness centrality of PS 356 is 0.105263
The betweenness centrality of PS 358 is 0.105263
The betweenness centrality of PS 370 is 0.000256016
The betweenness centrality of PS 371 is 0.25
The betweenness centrality of PS 372 is 0.25
The betweenness centrality of PS 373 is 0.25
The betweenness centrality of PS 374 is 0.000256016
The betweenness centrality of PS 375 is 0.000256016
The betweenness centrality of PS 376 is 0.25
The betweenness centrality of PS 380 is 0.375
The betweenness centrality of PS 385 is 0.105263
The betweenness centrality of PS 386 is 0.325
The betweenness centrality of PS 283 is 0
The betweenness centrality of PS 387 is 0.325
The betweenness centrality of PS 389 is 0.000256016
The betweenness centrality of PS 390 is 0.325
The betweenness centrality of PS 394 is 0.575
The betweenness centrality of PS 396 is 0.575
The betweenness centrality of PS 397 is 0.105263
The betweenness centrality of PS 398 is 0.375
The betweenness centrality of PS 399 is 0.125
The betweenness centrality of PS 408 is 0.000256016
The betweenness centrality of PS 411 is 0.000256016
The betweenness centrality of PS 413 is 0.000256016
The betweenness centrality of PS 415 is 0.000256016
The betweenness centrality of PS 418 is 0.000256016
The betweenness centrality of PS 456 is 0.000256016
The betweenness centrality of PS 457 is 0.000256016
The betweenness centrality of PS 480 is 0.000256016
The betweenness centrality of PS 490 is 0.000256016
The betweenness centrality of PS 491 is 0.000256016
The betweenness centrality of PS 494 is 0.000256016
The betweenness centrality of PS 495 is 0.000256016
The betweenness centrality of PS 496 is 0.000256016
The betweenness centrality of PS 501 is 0.000256016
The betweenness centrality of PS 511 is 0.000256016
The betweenness centrality of PS 514 is 0.000256016
The betweenness centrality of PS 519 is 0.000256016
The betweenness centrality of PS 522 is 1
The betweenness centrality of PS 521 is 0
The betweenness centrality of PS 525 is 1
The betweenness centrality of PS 526 is 1
The betweenness centrality of PS 530 is 2
The betweenness centrality of PS 531 is 3
The betweenness centrality of PS 532 is 2
The betweenness centrality of PS 534 is 0.5
The betweenness centrality of PSYC 506 is 6
The betweenness centrality of PS 540 is 1
The betweenness centrality of PS 541 is 1
The betweenness centrality of PS 549 is 0.000256016
The betweenness centrality of PS 579 is 0.000256016
The betweenness centrality of PS 580 is 2
The betweenness centrality of PS 587 is 0.5
The betweenness centrality of PS 589 is 1.5
The betweenness centrality of PS 524 is 0
The betweenness centrality of PS 590 is 0.000256016
The betweenness centrality of PS 596 is 0.000256016
The betweenness centrality of PS 597 is 0.000256016
The betweenness centrality of PS 598 is 0.000256016
The betweenness centrality of PS 599 is 0.000256016
The betweenness centrality of PSM 501 is 2
The betweenness centrality of PSM 502 is 3
The betweenness centrality of PSM 503 is 2
The betweenness centrality of PSM 520 is 0.000256016
The betweenness centrality of PSM 555 is 0.000256016
The betweenness centrality of PSYC 102 is 0.000256016
The betweenness centrality of PSYC 144 is 0.000256016
The betweenness centrality of PSYC 199 is 0.000256016
The betweenness centrality of PSYC 201 is 5.5
The betweenness centrality of PSYC 105 is 0
The betweenness centrality of PSYC 207 is 0.000256016
The betweenness centrality of PSYC 236 is 0.000256016
The betweenness centrality of PSYC 239 is 1.5
The betweenness centrality of PSYC 245 is 2.83333
The betweenness centrality of PSYC 250 is 1.5
The betweenness centrality of PSYC 290 is 0.000256016
The betweenness centrality of PSYC 302 is 0.0434783
The betweenness centrality of PSYC 306 is 0.0434783
The betweenness centrality of PSYC 311 is 0.0454545
The betweenness centrality of PSYC 312 is 0.0434783
The betweenness centrality of PSYC 313 is 0.0454545
The betweenness centrality of PSYC 318 is 0.2
The betweenness centrality of PSYC 321 is 0.21978
The betweenness centrality of PSYC 322 is 0.376812
The betweenness centrality of SPED 117 is 2.5
The betweenness centrality of PSYC 324 is 0.443478
The betweenness centrality of PSYC 328 is 0.0434783
The betweenness centrality of PSYC 329 is 0.000256016
The betweenness centrality of PSYC 331 is 0.310689
The betweenness centrality of PSYC 332 is 0.340909
The betweenness centrality of PSYC 333 is 1.34091
The betweenness centrality of SOC 280 is 3.5
The betweenness centrality of PSYC 334 is 0.424242
The betweenness centrality of PSYC 336 is 1.2
The betweenness centrality of PSYC 340 is 2
The betweenness centrality of PSYC 341 is 1
The betweenness centrality of PSYC 350 is 1.09091
The betweenness centrality of PSYC 353 is 0.340909
The betweenness centrality of PSYC 358 is 0.243478
The betweenness centrality of PSYC 363 is 0.290909
The betweenness centrality of PSYC 379 is 0.2
The betweenness centrality of PSYC 383 is 0.000256016
The betweenness centrality of PSYC 385 is 0.000256016
The betweenness centrality of PSYC 396 is 0.0434783
The betweenness centrality of PSYC 398 is 2
The betweenness centrality of PSYC 402 is 0.245455
The betweenness centrality of PSYC 403 is 0.122378
The betweenness centrality of PSYC 404 is 0.122378
The betweenness centrality of PSYC 408 is 0.0434783
The betweenness centrality of PSYC 413 is 0.128788
The betweenness centrality of PSYC 414 is 0.128788
The betweenness centrality of PSYC 416 is 0.0769231
The betweenness centrality of PSYC 417 is 0.0434783
The betweenness centrality of PSYC 420 is 0.2
The betweenness centrality of PSYC 421 is 0.0909091
The betweenness centrality of PSYC 427 is 0.931901
The betweenness centrality of PSYC 432 is 0.139423
The betweenness centrality of PSYC 433 is 0.122378
The betweenness centrality of PSYC 443 is 0.5
The betweenness centrality of PSYC 445 is 1.29545
The betweenness centrality of PSYC 453 is 0.705711
The betweenness centrality of PSYC 455 is 0.75
The betweenness centrality of PSYC 456 is 0.243478
The betweenness centrality of PSYC 465 is 0.533333
The betweenness centrality of PSYC 468 is 0.000256016
The betweenness centrality of PSYC 472 is 0.000256016
The betweenness centrality of PSYC 475 is 1.59091
The betweenness centrality of PSYC 477 is 0.000256016
The betweenness centrality of PSYC 489 is 0.000256016
The betweenness centrality of PSYC 492 is 0.000256016
The betweenness centrality of PSYC 494 is 0.000256016
The betweenness centrality of PSYC 496 is 0.0434783
The betweenness centrality of PSYC 498 is 3
The betweenness centrality of PSYC 499 is 2
The betweenness centrality of PSYC 500 is 0.000256016
The betweenness centrality of PSYC 501 is 0.000256016
The betweenness centrality of PSYC 514 is 0.000256016
The betweenness centrality of PSYC 515 is 0.0416667
The betweenness centrality of PSYC 518 is 0.000256016
The betweenness centrality of PSYC 524 is 0.916667
The betweenness centrality of PSYC 525 is 0.000256016
The betweenness centrality of PSYC 532 is 0.25
The betweenness centrality of PSYC 535 is 0.000256016
The betweenness centrality of PSYC 538 is 0.25
The betweenness centrality of PSYC 539 is 0.25
The betweenness centrality of PSYC 540 is 0.000256016
The betweenness centrality of PSYC 541 is 0.000256016
The betweenness centrality of PSYC 542 is 0.000256016
The betweenness centrality of PSYC 543 is 0.333333
The betweenness centrality of PSYC 545 is 0.25
The betweenness centrality of PSYC 546 is 4
The betweenness centrality of PSYC 548 is 0.5
The betweenness centrality of PSYC 551 is 0.000256016
The betweenness centrality of PSYC 552 is 0.000256016
The betweenness centrality of PSYC 553 is 0.000256016
The betweenness centrality of PSYC 558 is 0.000256016
The betweenness centrality of PSYC 563 is 0.2
The betweenness centrality of PSYC 567 is 0.125
The betweenness centrality of PSYC 570 is 0.000256016
The betweenness centrality of PSYC 573 is 0.000256016
The betweenness centrality of PSYC 574 is 0.000256016
The betweenness centrality of PSYC 575 is 0.000256016
The betweenness centrality of PSYC 576 is 0.000256016
The betweenness centrality of PSYC 577 is 0.000256016
The betweenness centrality of PSYC 578 is 0.000256016
The betweenness centrality of PSYC 579 is 0.000256016
The betweenness centrality of PSYC 581 is 0.25
The betweenness centrality of PSYC 587 is 0.591667
The betweenness centrality of PSYC 588 is 0.75
The betweenness centrality of PSYC 589 is 0.433333
The betweenness centrality of PSYC 590 is 0.000256016
The betweenness centrality of PSYC 593 is 0.000256016
The betweenness centrality of PSYC 595 is 0.591667
The betweenness centrality of PSYC 596 is 1
The betweenness centrality of PSYC 598 is 0.000256016
The betweenness centrality of PSYC 599 is 0.000256016
The betweenness centrality of REES 116 is 0.000256016
The betweenness centrality of REES 200 is 0.000256016
The betweenness centrality of REES 201 is 0.000256016
The betweenness centrality of REES 390 is 0.000256016
The betweenness centrality of REES 493 is 0.000256016
The betweenness centrality of REES 495 is 0.000256016
The betweenness centrality of REES 496 is 0.000256016
The betweenness centrality of REES 550 is 0.000256016
The betweenness centrality of REES 590 is 0.000256016
The betweenness centrality of REES 599 is 0.000256016
The betweenness centrality of REHB 199 is 0.000256016
The betweenness centrality of REHB 322 is 0.376812
The betweenness centrality of REHB 330 is 0.000256016
The betweenness centrality of REHB 402 is 0.000256016
The betweenness centrality of REHB 407 is 0.000256016
The betweenness centrality of REHB 419 is 0.000256016
The betweenness centrality of REHB 435 is 0.000256016
The betweenness centrality of REHB 583 is 2.33333
The betweenness centrality of REHB 401 is 0
The betweenness centrality of REHB 520 is 0
The betweenness centrality of REHB 536 is 0
The betweenness centrality of REHB 585 is 1
The betweenness centrality of REHB 301 is 0
The betweenness centrality of REHB 593 is 0.333333
The betweenness centrality of REHB 594 is 0.333333
The betweenness centrality of REHB 599 is 0.000256016
The betweenness centrality of REL 104 is 0.000256016
The betweenness centrality of REL 108 is 0.000256016
The betweenness centrality of REL 109 is 0.000256016
The betweenness centrality of REL 110 is 0.000256016
The betweenness centrality of REL 111 is 0.000256016
The betweenness centrality of REL 112 is 1
The betweenness centrality of REL 115 is 0.000256016
The betweenness centrality of REL 120 is 0.000256016
The betweenness centrality of REL 122 is 0.000256016
The betweenness centrality of REL 132 is 0.000256016
The betweenness centrality of REL 134 is 0.000256016
The betweenness centrality of REL 160 is 0.000256016
The betweenness centrality of REL 199 is 0.000256016
The betweenness centrality of REL 200 is 1
The betweenness centrality of REL 201 is 0.000256016
The betweenness centrality of REL 208 is 0.000256016
The betweenness centrality of REL 212 is 0.000256016
The betweenness centrality of REL 215 is 0.000256016
The betweenness centrality of REL 223 is 0.666667
The betweenness centrality of REL 224 is 0.000256016
The betweenness centrality of REL 230 is 0.000256016
The betweenness centrality of REL 235 is 0.5
The betweenness centrality of REL 236 is 0.5
The betweenness centrality of REL 251 is 0.000256016
The betweenness centrality of REL 258 is 0.000256016
The betweenness centrality of REL 260 is 0.000256016
The betweenness centrality of REL 269 is 0.000256016
